Tadej Pogačar,UAE-Team Emirates,All Rounder,2906,24
Primož Roglič,Team Jumbo-Visma,All Rounder,537,22
Geraint Thomas,INEOS Grenadiers,All Rounder,178,18
Julian Alaphilippe,Deceuninck - Quick Step,Climber,1073,16
Richard Carapaz,INEOS Grenadiers,Climber,1524,16
Wout Van Aert,Team Jumbo-Visma,Sprinter,1824,16
Peter Sagan,BORA - hansgrohe,Sprinter,344,14
Richie Porte,INEOS Grenadiers,All Rounder,116,14
Mathieu Van Der Poel,Alpecin-Fenix,Sprinter,928,12
Rigoberto Urán,EF Education - Nippo,All Rounder,935,12
Tao Geoghegan Hart,INEOS Grenadiers,Climber,46,12
Caleb Ewan,Lotto Soudal,Sprinter,27,12
Miguel Ángel López,Movistar Team,All Rounder,8,12
Simon Yates,Team BikeExchange,Climber,176,12
Tim Merlier,Alpecin-Fenix,Sprinter,379,10
Jakob Fuglsang,Astana - Premier Tech,All Rounder,46,10
Sonny Colbrelli,Bahrain - Victorious,Sprinter,1069,10
Jack Haig,Bahrain - Victorious,Climber,245,10
Emanuel Buchmann,BORA - hansgrohe,Climber,50,10
Wilco Kelderman,BORA - hansgrohe,All Rounder,1201,10
Guillaume Martin,Cofidis,Climber,791,10
Arnaud Démare,Groupama - FDJ,Sprinter,148,10
David Gaudu,Groupama - FDJ,Climber,867,10
Michael Woods,Israel Start-Up Nation,Climber,515,10
Enric Mas,Movistar Team,All Rounder,977,10
Alejandro Valverde,Movistar Team,All Rounder,335,10
Nairo Quintana,Team Arkéa Samsic,Climber,496,10
Lucas Hamilton,Team BikeExchange,Climber,42,10
Michael Matthews,Team BikeExchange,Sprinter,1230,10
Steven Kruijswijk,Team Jumbo-Visma,All Rounder,104,10
Sepp Kuss,Team Jumbo-Visma,Climber,503,10
Mads Pedersen,Trek - Segafredo,Sprinter,178,10
Ben O'Connor,AG2R Citroën Team ,All Rounder,1187,8
Jasper Philipsen,Alpecin-Fenix,Sprinter,1261,8
Alex Aranburu,Astana - Premier Tech,Sprinter,322,8
Ion Izagirre,Astana - Premier Tech,All Rounder,375,8
Alexey Lutsenko,Astana - Premier Tech,All Rounder,932,8
Pello Bilbao,Bahrain - Victorious,All Rounder,845,8
Patrick Konrad,BORA - hansgrohe,Climber,599,8
Christophe Laporte,Cofidis,Sprinter,424,8
Davide Ballerini,Deceuninck - Quick Step,Sprinter,280,8
Mark Cavendish,Deceuninck - Quick Step,Sprinter,1510,8
Ruben Guerreiro,EF Education - Nippo,Climber,401,8
Sergio Higuita,EF Education - Nippo,Climber,737,8
Chris Froome,Israel Start-Up Nation,All Rounder,2,8
Dan Martin,Israel Start-Up Nation,Climber,255,8
Marc Soler,Movistar Team,Climber,0,8
Warren Barguil,Team Arkéa Samsic,Climber,8,8
Nacer Bouhanni,Team Arkéa Samsic,Sprinter,727,8
Esteban Chaves,Team BikeExchange,Climber,419,8
Cees Bol,Team DSM,Sprinter,370,8
Jonas Vingegaard,Team Jumbo-Visma,All Rounder,2228,8
