Primož Roglič,Team Jumbo-Visma,All Rounder,3403,26
Egan Bernal,INEOS Grenadiers,All Rounder,1486,22
Richard Carapaz,INEOS Grenadiers,Climber,63,18
Mikel Landa,Bahrain - Victorious,Climber,203,16
Adam Yates,INEOS Grenadiers,All Rounder,1611,16
Jasper Philipsen,Alpecin-Fenix,Sprinter,784,14
Hugh Carthy,EF Education - Nippo,Climber,20,14
Arnaud Démare,Groupama - FDJ,Sprinter,531,14
Aleksandr Vlasov,Astana - Premier Tech,All Rounder,566,12
Pavel Sivakov,INEOS Grenadiers,All Rounder,376,12
Miguel Ángel López,Movistar Team,Climber,1385,12
Enric Mas,Movistar Team,All Rounder,2267,12
Alejandro Valverde,Movistar Team,All Rounder,221,12
Mark Padun,Bahrain - Victorious,Climber,186,10
Jordi Meeus,BORA - hansgrohe,Sprinter,534,10
Maximilian Schachmann,BORA - hansgrohe,Unclassed,8,10
Jon Aberasturi,Caja Rural - Seguros RGA,Sprinter,450,10
Fabio Jakobsen,Deceuninck - Quick Step,Sprinter,1420,10
Thomas Pidcock,INEOS Grenadiers,Unclassed,280,10
Michael Matthews,Team BikeExchange,Sprinter,982,10
Romain Bardet,Team DSM,Climber,978,10
Sepp Kuss,Team Jumbo-Visma,Climber,1290,10
Giulio Ciccone,Trek - Segafredo,Climber,479,10
Juan Sebastián Molano,UAE-Team Emirates,Sprinter,323,10
Matteo Trentin,UAE-Team Emirates,Sprinter,980,10
Sacha Modolo,Alpecin-Fenix,Sprinter,90,8
Alex Aranburu,Astana - Premier Tech,Unclassed,435,8
Ion Izagirre,Astana - Premier Tech,All Rounder,172,8
Damiano Caruso,Bahrain - Victorious,Climber,730,8
Jack Haig,Bahrain - Victorious,Climber,1720,8
Wout Poels,Bahrain - Victorious,Climber,203,8
Guillaume Martin,Cofidis,Climber,575,8
Andrea Bagioli,Deceuninck - Quick Step,Unclassed,706,8
James Knox,Deceuninck - Quick Step,Climber,52,8
Mauri Vansevenant,Deceuninck - Quick Step,All Rounder,228,8
Davide Cimolai,Israel Start-Up Nation,Sprinter,0,8
Luka Mezgec,Team BikeExchange,Sprinter,146,8
Alberto Dainese,Team DSM,Sprinter,966,8
Steven Kruijswijk,Team Jumbo-Visma,All Rounder,819,8
Fabio Aru,Team Qhubeka ASSOS,Climber,214,8
Rafał Majka,UAE-Team Emirates,Climber,523,8
Geoffrey Bouchard,AG2R Citroën Team ,Unclassed,330,6
Lilian Calmejane,AG2R Citroën Team ,Unclassed,462,6
Clément Champoussin,AG2R Citroën Team ,Unclassed,732,6
Stan Dewulf,AG2R Citroën Team ,Unclassed,300,6
Clément Venturini,AG2R Citroën Team ,Sprinter,135,6
Alexander Krieger,Alpecin-Fenix,Unclassed,130,6
Edward Planckaert,Alpecin-Fenix,Unclassed,60,6
Omar Fraile,Astana - Premier Tech,Unclassed,16,6
Gorka Izagirre,Astana - Premier Tech,All Rounder,48,6
