Jonas Vingegaard,Jumbo-Visma,All Rounder,2662,28
Primož Roglič,Jumbo-Visma,All Rounder,2371,24
Remco Evenepoel,Soudal - Quick Step,All Rounder,2751,22
Juan Ayuso,UAE Team Emirates,All Rounder,1670,18
Geraint Thomas,INEOS Grenadiers,All Rounder,211,16
Enric Mas,Movistar Team,Climber,1369,16
Aleksandr Vlasov,BORA - hansgrohe,Climber,1159,14
João Almeida,UAE Team Emirates,All Rounder,1052,14
Kaden Groves,Alpecin-Deceuninck,Sprinter,1662,12
Bryan Coquard,Cofidis,Sprinter,8,12
Lenny Martinez,Groupama - FDJ,Climber,709,12
Jay Vine,UAE Team Emirates,Climber,84,12
Damiano Caruso,Bahrain - Victorious,Climber,555,10
Mikel Landa,Bahrain - Victorious,Climber,1281,10
Sergio Higuita,BORA - hansgrohe,Climber,64,10
Cian Uijtdebroeks,BORA - hansgrohe,Climber,900,10
Hugh Carthy,EF Education-EasyPost,Climber,286,10
Thymen Arensman,INEOS Grenadiers,All Rounder,60,10
Sepp Kuss,Jumbo-Visma,Climber,2536,10
Romain Bardet,Team dsm - firmenich,Climber,873,10
Eddie Dunbar,Team Jayco AlUla,Climber,0,10
Juan Sebastián Molano,UAE Team Emirates,Sprinter,653,10
Emanuel Buchmann,BORA - hansgrohe,Climber,172,8
Lennard Kämna,BORA - hansgrohe,Climber,705,8
Marijn Van Den Berg,EF Education-EasyPost,Sprinter,706,8
Romain Grégoire,Groupama - FDJ,Unclassed,383,8
Egan Bernal,INEOS Grenadiers,All Rounder,132,8
Filippo Ganna,INEOS Grenadiers,Unclassed,946,8
Wilco Kelderman,Jumbo-Visma,All Rounder,572,8
Attila Valter,Jumbo-Visma,Unclassed,470,8
Bauke Mollema,Lidl - Trek,All Rounder,4,8
Milan Menten,Lotto Dstny,Sprinter,304,8
Iván García Cortina,Movistar Team,Sprinter,539,8
Einer Augusto Rubio,Movistar Team,Climber,523,8
Andrea Bagioli,Soudal - Quick Step,Unclassed,208,8
Hugo Hofstetter,Team Arkéa Samsic,Sprinter,190,8
Kévin Vauquelin,Team Arkéa Samsic,Unclassed,0,8
Alberto Dainese,Team dsm - firmenich,Sprinter,515,8
Max Poole,Team dsm - firmenich,Climber,333,8
Pierre Latour,TotalEnergies,Climber,30,8
Marc Soler,UAE Team Emirates,All Rounder,1342,8
Geoffrey Bouchard,AG2R Citroën Team,Unclassed,2,6
Dorian Godon,AG2R Citroën Team,Unclassed,153,6
Nicolas Prodhomme,AG2R Citroën Team,Unclassed,167,6
Andrea Vendrame,AG2R Citroën Team,Sprinter,436,6
Maurice Ballerstedt,Alpecin-Deceuninck,Sprinter,148,6
Tobias Bayer,Alpecin-Deceuninck,Unclassed,38,6
Samuel Gaze,Alpecin-Deceuninck,Unclassed,32,6
Robbe Ghys,Alpecin-Deceuninck,Sprinter,24,6
Samuele Battistella,Astana Qazaqstan Team,Unclassed,26,6
David De La Cruz,Astana Qazaqstan Team,Unclassed,345,6
Joe Dombrowski,Astana Qazaqstan Team,Unclassed,18,6
Vadim Pronskiy,Astana Qazaqstan Team,Climber,18,6
Luis León Sánchez,Astana Qazaqstan Team,Unclassed,38,6
Santiago Buitrago,Bahrain - Victorious,Climber,829,6
Wout Poels,Bahrain - Victorious,Climber,1067,6
Antonio Tiberi,Bahrain - Victorious,Unclassed,360,6
Nico Denz,BORA - hansgrohe,Unclassed,342,6
Jonas Koch,BORA - hansgrohe,Unclassed,124,6
Ben Zwiehoff,BORA - hansgrohe,Unclassed,94,6
Cyril Barthe,Burgos-BH,Unclassed,34,6
Daniel Navarro,Burgos-BH,Climber,102,6
Orluis Aular,Caja Rural - Seguros RGA,Sprinter,400,6
Abel Balderstone,Caja Rural - Seguros RGA,Unclassed,24,6
Jon Barrenetxea,Caja Rural - Seguros RGA,Unclassed,213,6
David González,Caja Rural - Seguros RGA,Unclassed,300,6
Davide Cimolai,Cofidis,Sprinter,298,6
Rubén Fernández,Cofidis,Unclassed,148,6
Jesús Herrada,Cofidis,Climber,309,6
Rémy Rochas,Cofidis,Unclassed,114,6
Stefan Bissegger,EF Education-EasyPost,Unclassed,118,6
Jonathan Klever Caicedo,EF Education-EasyPost,Climber,351,6
Diego Andrés Camargo,EF Education-EasyPost,Climber,65,6
Andrea Piccolo,EF Education-EasyPost,Unclassed,176,6
Sean Quinn,EF Education-EasyPost,Unclassed,51,6
Lewis Askey,Groupama - FDJ,Unclassed,425,6
