Primož Roglič,Jumbo-Visma,All Rounder,1549,26
Remco Evenepoel,Quick-Step Alpha Vinyl Team,All Rounder,2659,22
Jai Hindley,BORA - hansgrohe,Climber,941,18
Richard Carapaz,INEOS Grenadiers,All Rounder,1436,18
João Almeida,UAE Team Emirates,All Rounder,1248,16
Enric Mas,Movistar Team,All Rounder,2415,14
Simon Yates,Team BikeExchange - Jayco,Climber,437,14
Tim Merlier,Alpecin-Fenix,Sprinter,464,12
Miguel Ángel López,Astana Qazaqstan Team,Climber,1357,12
Sergio Higuita,BORA - hansgrohe,Climber,245,12
Carlos Rodriguez,INEOS Grenadiers,Climber,1339,12
Pavel Sivakov,INEOS Grenadiers,All Rounder,537,12
Julian Alaphilippe,Quick-Step Alpha Vinyl Team,Climber,101,12
Mads Pedersen,Trek - Segafredo,Sprinter,2090,12
Ben O'Connor,AG2R Citroën Team,Climber,889,10
Alexey Lutsenko,Astana Qazaqstan Team,All Rounder,116,10
Mikel Landa,Bahrain - Victorious,Climber,243,10
Sam Bennett,BORA - hansgrohe,Sprinter,674,10
Wilco Kelderman,BORA - hansgrohe,All Rounder,582,10
Hugh Carthy,EF Education-EasyPost,Climber,139,10
Rigoberto Urán,EF Education-EasyPost,All Rounder,691,10
Ethan Hayter,INEOS Grenadiers,Unclassed,295,10
Michael Woods,Israel - Premier Tech,Climber,0,10
Sepp Kuss,Jumbo-Visma,Climber,251,10
Alejandro Valverde,Movistar Team,All Rounder,421,10
Pascal Ackermann,UAE Team Emirates,Sprinter,973,10
Juan Ayuso,UAE Team Emirates,All Rounder,1683,10
Brandon McNulty,UAE Team Emirates,All Rounder,268,10
Bob Jungels,AG2R Citroën Team,All Rounder,100,8
David De La Cruz,Astana Qazaqstan Team,All Rounder,183,8
Vincenzo Nibali,Astana Qazaqstan Team,Climber,32,8
Santiago Buitrago,Bahrain - Victorious,Climber,28,8
Gino Mäder,Bahrain - Victorious,Climber,321,8
Wout Poels,Bahrain - Victorious,Climber,22,8
Luis León Sánchez,Bahrain - Victorious,Unclassed,205,8
Danny Van Poppel,BORA - hansgrohe,Sprinter,763,8
Bryan Coquard,Cofidis,Sprinter,420,8
Esteban Chaves,EF Education-EasyPost,Climber,8,8
Thibaut Pinot,Groupama - FDJ,Climber,460,8
Tao Geoghegan Hart,INEOS Grenadiers,All Rounder,734,8
Luke Plapp,INEOS Grenadiers,Unclassed,208,8
Jan Hirt,Intermarché - Wanty - Gobert Matériaux,Climber,0,8
Louis Meintjes,Intermarché - Wanty - Gobert Matériaux,Climber,768,8
Domenico Pozzovivo,Intermarché - Wanty - Gobert Matériaux,Climber,23,8
Gerben Thijssen,Intermarché - Wanty - Gobert Matériaux,Sprinter,35,8
Rohan Dennis,Jumbo-Visma,Unclassed,162,8
Fausto Masnada,Quick-Step Alpha Vinyl Team,Unclassed,294,8
Ilan Van Wilder,Quick-Step Alpha Vinyl Team,Climber,178,8
Kaden Groves,Team BikeExchange - Jayco,Sprinter,627,8
Lucas Hamilton,Team BikeExchange - Jayco,Climber,94,8
Thymen Arensman,Team DSM,All Rounder,1233,8
Juan Sebastián Molano,UAE Team Emirates,Sprinter,585,8
Marc Soler,UAE Team Emirates,All Rounder,1300,8
Clément Champoussin,AG2R Citroën Team,Climber,178,6
Nans Peters,AG2R Citroën Team,Unclassed,0,6
Andrea Vendrame,AG2R Citroën Team,Sprinter,0,6
Xandro Meurisse,Alpecin-Fenix,Unclassed,112,6
Robert Stannard,Alpecin-Fenix,Unclassed,286,6
Lionel Taminiaux,Alpecin-Fenix,Sprinter,172,6
Gianni Vermeersch,Alpecin-Fenix,Unclassed,236,6
Jay Vine,Alpecin-Fenix,Climber,895,6
Samuele Battistella,Astana Qazaqstan Team,Unclassed,635,6
Harold Tejada,Astana Qazaqstan Team,Unclassed,44,6
Fred Wright,Bahrain - Victorious,Unclassed,1367,6
Matteo Fabbro,BORA - hansgrohe,Unclassed,100,6
Jonas Koch,BORA - hansgrohe,Unclassed,150,6
Jetse Bol,Burgos-BH,Unclassed,40,6
Óscar Cabedo,Burgos-BH,Unclassed,47,6
José Manuel Díaz,Burgos-BH,Climber,95,6
Victor Langellotti,Burgos-BH,Unclassed,171,6
Daniel Navarro,Burgos-BH,Unclassed,4,6
Davide Cimolai,Cofidis,Sprinter,30,6
Rubén Fernández,Cofidis,Unclassed,92,6
Jesús Herrada,Cofidis,Climber,448,6
Rémy Rochas,Cofidis,Unclassed,24,6
Davide Villella,Cofidis,Unclassed,39,6
Jonathan Klever Caicedo,EF Education-EasyPost,Climber,98,6
Mark Padun,EF Education-EasyPost,Climber,120,6
James Shaw,EF Education-EasyPost,Unclassed,122,6
Roger Adrià,Equipo Kern Pharma,Unclassed,89,6
Mikel Bizkarra,Euskaltel - Euskadi,Unclassed,19,6
Gotzon Martín,Euskaltel - Euskadi,Unclassed,63,6
Luis Ángel Maté,Euskaltel - Euskadi,Unclassed,40,6
Bruno Armirail,Groupama - FDJ,Unclassed,103,6
Rudy Molard,Groupama - FDJ,Unclassed,271,6
Quentin Pacher,Groupama - FDJ,Unclassed,637,6
Sébastien Reichenbach,Groupama - FDJ,Climber,170,6
Jake Stewart,Groupama - FDJ,Unclassed,314,6
Ben Turner,INEOS Grenadiers,Unclassed,422,6
Dylan Van Baarle,INEOS Grenadiers,Unclassed,318,6
Jan Bakelants,Intermarché - Wanty - Gobert Matériaux,Unclassed,222,6
Rein Taaramäe,Intermarché - Wanty - Gobert Matériaux,Climber,223,6
Patrick Bevin,Israel - Premier Tech,Unclassed,4,6
Alessandro De Marchi,Israel - Premier Tech,Climber,175,6
Itamar Einhorn,Israel - Premier Tech,Sprinter,129,6
Chris Froome,Israel - Premier Tech,Unclassed,4,6
Carl Fredrik Hagen,Israel - Premier Tech,Climber,114,6
Daryl Impey,Israel - Premier Tech,Unclassed,225,6
Edoardo Affini,Jumbo-Visma,Unclassed,168,6
Robert Gesink,Jumbo-Visma,Unclassed,410,6
Chris Harper,Jumbo-Visma,Unclassed,217,6
Sam Oomen,Jumbo-Visma,Climber,213,6
Mike Teunissen,Jumbo-Visma,Unclassed,590,6
Steff Cras,Lotto Soudal,Unclassed,0,6
Thomas De Gendt,Lotto Soudal,Unclassed,51,6
Harry Sweeny,Lotto Soudal,Unclassed,188,6
Maxim Van Gils,Lotto Soudal,Unclassed,84,6
Nelson Oliveira,Movistar Team,Unclassed,168,6
José Joaquín Rojas,Movistar Team,Unclassed,145,6
Carlos Verona,Movistar Team,Climber,90,6
Rémi Cavagna,Quick-Step Alpha Vinyl Team,Unclassed,326,6
Louis Vervaeke,Quick-Step Alpha Vinyl Team,Unclassed,166,6
Anthony Delaplace,Team Arkéa Samsic,Unclassed,22,6
Élie Gesbert,Team Arkéa Samsic,Unclassed,210,6
Daniel McLay,Team Arkéa Samsic,Sprinter,495,6
Clément Russo,Team Arkéa Samsic,Unclassed,138,6
Lawson Craddock,Team BikeExchange - Jayco,Unclassed,445,6
Luke Durbridge,Team BikeExchange - Jayco,Unclassed,39,6
Nikias Arndt,Team DSM,Unclassed,195,6
John Degenkolb,Team DSM,Unclassed,229,6
