Richard Carapaz,INEOS Grenadiers,All Rounder,2244,24
Simon Yates,Team BikeExchange - Jayco,Climber,666,22
João Almeida,UAE Team Emirates,All Rounder,985,20
Mikel Landa,Bahrain - Victorious,Climber,1432,18
Miguel Ángel López,Astana Qazaqstan Team,Climber,0,16
Tom Dumoulin,Jumbo-Visma,All Rounder,386,14
Romain Bardet,Team DSM,Climber,587,14
Mathieu Van Der Poel,Alpecin-Fenix,Unclassed,1325,12
Pello Bilbao,Bahrain - Victorious,All Rounder,1312,12
Emanuel Buchmann,BORA - hansgrohe,Climber,883,12
Wilco Kelderman,BORA - hansgrohe,All Rounder,1042,12
Hugh Carthy,EF Education-EasyPost,Climber,887,12
Richie Porte,INEOS Grenadiers,All Rounder,218,12
Caleb Ewan,Lotto Soudal,Sprinter,388,12
Giulio Ciccone,Trek - Segafredo,Climber,898,12
Vincenzo Nibali,Astana Qazaqstan Team,Climber,981,10
Wout Poels,Bahrain - Victorious,Climber,359,10
Jai Hindley,BORA - hansgrohe,Climber,2128,10
Guillaume Martin,Cofidis,Climber,745,10
Arnaud Démare,Groupama - FDJ,Sprinter,1437,10
Pavel Sivakov,INEOS Grenadiers,All Rounder,299,10
Giacomo Nizzolo,Israel - Premier Tech,Sprinter,479,10
Tobias Foss,Jumbo-Visma,All Rounder,272,10
Alejandro Valverde,Movistar Team,All Rounder,718,10
Mark Cavendish,Quick-Step Alpha Vinyl Team,Sprinter,941,10
David De La Cruz,Astana Qazaqstan Team,All Rounder,40,8
Lennard Kämna,BORA - hansgrohe,Climber,1274,8
Davide Cimolai,Cofidis,Sprinter,97,8
Magnus Cort,EF Education-EasyPost,Unclassed,519,8
Lorenzo Fortunato,EOLO-Kometa,Climber,348,8
Ben Tulett,INEOS Grenadiers,Climber,426,8
Biniam Girmay,Intermarché - Wanty - Gobert Matériaux,Sprinter,1119,8
Domenico Pozzovivo,Intermarché - Wanty - Gobert Matériaux,Climber,807,8
Iván Ramiro Sosa,Movistar Team,Climber,68,8
James Knox,Quick-Step Alpha Vinyl Team,Climber,61,8
Mauro Schmid,Quick-Step Alpha Vinyl Team,Unclassed,629,8
Mauri Vansevenant,Quick-Step Alpha Vinyl Team,All Rounder,438,8
Lucas Hamilton,Team BikeExchange - Jayco,Climber,453,8
Thymen Arensman,Team DSM,All Rounder,975,8
Bauke Mollema,Trek - Segafredo,Climber,958,8
Rui Costa,UAE Team Emirates,All Rounder,66,8
Alessandro Covi,UAE Team Emirates,Unclassed,474,8
Davide Formolo,UAE Team Emirates,Climber,428,8
Fernando Gaviria,UAE Team Emirates,Sprinter,1002,8
Diego Ulissi,UAE Team Emirates,All Rounder,197,8
Lilian Calmejane,AG2R Citroën Team,Unclassed,85,6
Lawrence Naesen,AG2R Citroën Team,Sprinter,187,6
Nans Peters,AG2R Citroën Team,Unclassed,44,6
Andrea Vendrame,AG2R Citroën Team,Sprinter,627,6
Dries De Bondt,Alpecin-Fenix,Unclassed,460,6
Jakub Mareczko,Alpecin-Fenix,Sprinter,144,6
Stefano Oldani,Alpecin-Fenix,Sprinter,361,6
Valerio Conti,Astana Qazaqstan Team,Unclassed,101,6
Joe Dombrowski,Astana Qazaqstan Team,Climber,123,6
Fabio Felline,Astana Qazaqstan Team,Unclassed,206,6
Phil Bauhaus,Bahrain - Victorious,Sprinter,687,6
Santiago Buitrago,Bahrain - Victorious,Climber,1011,6
Jan Tratnik,Bahrain - Victorious,Unclassed,4,6
Filippo Fiorelli,Bardiani-CSF-Faizanè,Sprinter,40,6
Sacha Modolo,Bardiani-CSF-Faizanè,Unclassed,152,6
Filippo Zana,Bardiani-CSF-Faizanè,Unclassed,111,6
Giovanni Aleotti,BORA - hansgrohe,Unclassed,228,6
Simone Consonni,Cofidis,Unclassed,630,6
Rémy Rochas,Cofidis,Unclassed,47,6
Davide Villella,Cofidis,Unclassed,172,6
Jefferson Alexander Cepeda,Drone Hopper - Androni Giocattoli,Climber,0,6
Simone Ravanelli,Drone Hopper - Androni Giocattoli,Unclassed,80,6
Eduardo Sepúlveda,Drone Hopper - Androni Giocattoli,Unclassed,46,6
Natnael Tesfatsion,Drone Hopper - Androni Giocattoli,Unclassed,251,6
Simon Carr,EF Education-EasyPost,Unclassed,0,6
Vincenzo Albanese,EOLO-Kometa,Sprinter,613,6
Francesco Gavazzi,EOLO-Kometa,Unclassed,2,6
Diego Rosa,EOLO-Kometa,Unclassed,309,6
Tobias Ludvigsson,Groupama - FDJ,Unclassed,44,6
Attila Valter,Groupama - FDJ,Unclassed,262,6
Jonathan Castroviejo,INEOS Grenadiers,Unclassed,110,6
Jhonatan Narváez,INEOS Grenadiers,Unclassed,212,6
Ben Swift,INEOS Grenadiers,Unclassed,155,6
Jan Hirt,Intermarché - Wanty - Gobert Matériaux,Climber,1113,6
Lorenzo Rota,Intermarché - Wanty - Gobert Matériaux,Unclassed,334,6
