Tadej Pogačar,UAE Team Emirates,All Rounder,3841,28
Jonas Vingegaard,Team Visma | Lease a Bike,All Rounder,2703,24
Primož Roglič,BORA - hansgrohe,All Rounder,609,20
Remco Evenepoel,Soudal - Quick Step,All Rounder,2619,18
Jasper Philipsen,Alpecin-Deceuninck,Sprinter,1482,16
Carlos Rodríguez,INEOS Grenadiers,Climber,1101,14
Matteo Jorgenson,Team Visma | Lease a Bike,All Rounder,1365,14
Wout Van Aert,Team Visma | Lease a Bike,Sprinter,1139,14
Juan Ayuso,UAE Team Emirates,All Rounder,543,14
Adam Yates,UAE Team Emirates,Climber,1369,14
Egan Bernal,INEOS Grenadiers,Climber,292,12
Mads Pedersen,Lidl - Trek,Sprinter,374,12
Simon Yates,Team Jayco AlUla,Climber,754,12
João Almeida,UAE Team Emirates,All Rounder,1788,12
Mathieu Van Der Poel,Alpecin-Deceuninck,Unclassed,214,10
Jai Hindley,BORA - hansgrohe,Climber,358,10
Felix Gall,Decathlon AG2R La Mondiale Team,Climber,525,10
Thomas Pidcock,INEOS Grenadiers,Unclassed,306,10
Geraint Thomas,INEOS Grenadiers,All Rounder,88,10
Arnaud De Lie,Lotto Dstny,Sprinter,820,10
Enric Mas,Movistar Team,All Rounder,528,10
Dylan Groenewegen,Team Jayco AlUla,Sprinter,534,10
Mark Cavendish,Astana Qazaqstan Team,Sprinter,256,8
Phil Bauhaus,Bahrain - Victorious,Sprinter,605,8
Pello Bilbao,Bahrain - Victorious,All Rounder,157,8
Santiago Buitrago,Bahrain - Victorious,Climber,777,8
Aleksandr Vlasov,BORA - hansgrohe,Climber,160,8
Bryan Coquard,Cofidis,Sprinter,690,8
Sam Bennett,Decathlon AG2R La Mondiale Team,Sprinter,404,8
Alberto Bettiol,EF Education-EasyPost,Unclassed,79,8
Richard Carapaz,EF Education-EasyPost,Climber,1238,8
Ben Healy,EF Education-EasyPost,Unclassed,421,8
David Gaudu,Groupama - FDJ,Climber,109,8
Romain Grégoire,Groupama - FDJ,Unclassed,167,8
Lenny Martinez,Groupama - FDJ,Climber,72,8
Biniam Girmay,Intermarché - Wanty,Sprinter,1741,8
Gerben Thijssen,Intermarché - Wanty,Sprinter,183,8
Derek Gee,Israel - Premier Tech,Unclassed,949,8
Giulio Ciccone,Lidl - Trek,Climber,798,8
Maxim Van Gils,Lotto Dstny,Unclassed,257,8
Oier Lazkano,Movistar Team,Unclassed,306,8
Mikel Landa,Soudal - Quick Step,Climber,1342,8
Romain Bardet,Team dsm-firmenich PostNL,Climber,416,8
Fabio Jakobsen,Team dsm-firmenich PostNL,Sprinter,247,8
Michael Matthews,Team Jayco AlUla,Sprinter,174,8
Wilco Kelderman,Team Visma | Lease a Bike,All Rounder,427,8
Christophe Laporte,Team Visma | Lease a Bike,Unclassed,174,8
Magnus Cort,Uno-X Mobility,Unclassed,212,8
Alexander Kristoff,Uno-X Mobility,Sprinter,574,8
Søren Kragh Andersen,Alpecin-Deceuninck,Unclassed,66,6
Axel Laurance,Alpecin-Deceuninck,Unclassed,163,6
Gianni Vermeersch,Alpecin-Deceuninck,Unclassed,68,6
Amaury Capiot,Arkéa - B&B Hotels,Unclassed,8,6
Clément Champoussin,Arkéa - B&B Hotels,Unclassed,33,6
Arnaud Démare,Arkéa - B&B Hotels,Sprinter,270,6
Raúl García Pierna,Arkéa - B&B Hotels,Unclassed,87,6
