Jonas Vingegaard,Jumbo-Visma,All Rounder,2946,26
Tadej Pogačar,UAE Team Emirates,All Rounder,2979,24
Wout Van Aert,Jumbo-Visma,Sprinter,1443,18
Jai Hindley,BORA - hansgrohe,Climber,1483,16
Ben O'Connor,AG2R Citroën Team,All Rounder,506,14
Jasper Philipsen,Alpecin-Deceuninck,Sprinter,1935,14
David Gaudu,Groupama - FDJ,Climber,866,14
Mads Pedersen,Lidl - Trek,Sprinter,1349,14
Mattias Skjelmose,Lidl - Trek,All Rounder,594,14
Enric Mas,Movistar Team,All Rounder,0,14
Richard Carapaz,EF Education-EasyPost,All Rounder,0,12
Biniam Girmay,Intermarché - Circus - Wanty,Sprinter,406,12
Fabio Jakobsen,Soudal - Quick Step,Sprinter,189,12
Romain Bardet,Team DSM - Firmenich,Climber,317,12
Adam Yates,UAE Team Emirates,All Rounder,1868,12
Mathieu Van Der Poel,Alpecin-Deceuninck,Unclassed,165,10
Mikel Landa,Bahrain - Victorious,Climber,527,10
Thibaut Pinot,Groupama - FDJ,Climber,898,10
Egan Bernal,INEOS Grenadiers,All Rounder,126,10
Daniel Felipe Martínez,INEOS Grenadiers,All Rounder,222,10
Thomas Pidcock,INEOS Grenadiers,Unclassed,940,10
Carlos Rodríguez,INEOS Grenadiers,Climber,1375,10
Giulio Ciccone,Lidl - Trek,Climber,697,10
Caleb Ewan,Lotto Dstny,Sprinter,391,10
Julian Alaphilippe,Soudal - Quick Step,Climber,222,10
Dylan Groenewegen,Team Jayco AlUla,Sprinter,777,10
Simon Yates,Team Jayco AlUla,Climber,1704,10
Felix Gall,AG2R Citroën Team,Climber,1390,8
Mark Cavendish,Astana Qazaqstan Team,Sprinter,437,8
Alexey Lutsenko,Astana Qazaqstan Team,All Rounder,218,8
Phil Bauhaus,Bahrain - Victorious,Sprinter,669,8
Pello Bilbao,Bahrain - Victorious,All Rounder,1434,8
Jack Haig,Bahrain - Victorious,Climber,249,8
Fred Wright,Bahrain - Victorious,Unclassed,206,8
